user_id,date,hour,chronotype,circadian_phase,hourly_energy,hourly_productivity,focus_score,cognitive_capacity,recommended_task_type
U0615,2026-06-29,1,Morning,Night,1.66,2.93,1.43,6.9,Recovery Break
U0615,2026-06-29,2,Morning,Night,1.82,3.85,2.57,7.61,Recovery Break
U0615,2026-06-29,3,Morning,Night,1.97,4.77,3.68,8.3,Recovery Break
U0615,2026-06-29,4,Morning,Night,2.13,5.69,4.83,9.01,Recovery Break
U0615,2026-06-29,5,Morning,Morning,2.28,6.6,5.93,9.69,Recovery Break
U0615,2026-06-29,6,Morning,Morning,4.98,22.61,25.53,21.85,Recovery Break
U0615,2026-06-29,7,Morning,Morning,5.33,24.65,28.05,23.41,Planning
U0615,2026-06-29,8,Morning,Morning,5.67,26.7,30.54,24.95,Planning
U0615,2026-06-29,9,Morning,Morning,6.02,28.74,33.06,26.51,Planning
U0615,2026-06-29,10,Morning,Morning,5.67,26.7,30.54,24.95,Planning
U0615,2026-06-29,11,Morning,Midday,5.33,24.65,28.05,23.41,Recovery Break
U0615,2026-06-29,12,Morning,Midday,4.98,22.61,25.53,21.85,Recovery Break
U0615,2026-06-29,13,Morning,Midday,3.95,16.51,18.06,17.21,Recovery Break
U0615,2026-06-29,14,Morning,Midday,3.66,14.79,15.95,15.91,Recovery Break
U0615,2026-06-29,15,Morning,Afternoon,3.38,13.07,13.89,14.63,Recovery Break
U0615,2026-06-29,16,Morning,Afternoon,3.61,14.44,15.56,15.66,Planning
U0615,2026-06-29,17,Morning,Afternoon,3.26,12.4,13.04,14.1,Planning
U0615,2026-06-29,18,Morning,Afternoon,2.92,10.35,10.55,12.56,Planning
U0615,2026-06-29,19,Morning,Evening,2.57,8.31,8.03,11.0,Recovery Break
U0615,2026-06-29,20,Morning,Evening,2.23,6.27,5.55,9.46,Recovery Break
U0615,2026-06-29,21,Morning,Evening,1.43,1.51,0.0,6.02,Recovery Break
U0615,2026-06-29,22,Morning,Evening,1.67,2.94,1.47,6.93,Recovery Break
U0615,2026-06-29,23,Morning,Evening,1.91,4.37,3.22,8.01,Recovery Break
U0616,2026-06-29,0,Intermediate,Night,0.55,0.0,0.0,3.58,Recovery Break
U0616,2026-06-29,1,Intermediate,Night,0.67,0.0,0.0,3.58,Recovery Break
U0616,2026-06-29,2,Intermediate,Night,0.79,0.0,0.0,3.58,Recovery Break
U0616,2026-06-29,3,Intermediate,Night,0.91,0.0,0.0,3.58,Recovery Break
U0616,2026-06-29,4,Intermediate,Night,1.03,0.0,0.0,3.58,Recovery Break
U0616,2026-06-29,5,Intermediate,Morning,1.14,0.0,0.0,3.58,Recovery Break
U0616,2026-06-29,6,Intermediate,Morning,2.78,5.36,5.69,7.11,Recovery Break
U0616,2026-06-29,7,Intermediate,Morning,3.05,6.7,7.51,8.23,Planning
U0616,2026-06-29,8,Intermediate,Morning,3.31,8.04,9.28,9.33,Planning
U0616,2026-06-29,9,Intermediate,Morning,3.57,9.39,11.07,10.44,Planning
U0616,2026-06-29,10,Intermediate,Morning,3.84,10.73,12.88,11.56,Planning
U0616,2026-06-29,11,Intermediate,Midday,4.1,12.07,14.66,12.67,Recovery Break
U0616,2026-06-29,12,Intermediate,Midday,4.37,13.42,16.48,13.79,Recovery Break
U0616,2026-06-29,13,Intermediate,Midday,3.45,8.76,10.24,9.93,Recovery Break
U0616,2026-06-29,14,Intermediate,Midday,3.23,7.63,8.74,9.0,Recovery Break
U0616,2026-06-29,15,Intermediate,Afternoon,3.01,6.5,7.24,8.07,Recovery Break
U0616,2026-06-29,16,Intermediate,Afternoon,3.31,8.04,9.28,9.33,Planning
U0616,2026-06-29,17,Intermediate,Afternoon,3.05,6.7,7.51,8.23,Planning
U0616,2026-06-29,18,Intermediate,Afternoon,2.78,5.36,5.69,7.11,Planning
U0616,2026-06-29,19,Intermediate,Evening,2.52,4.02,3.91,6.0,Recovery Break
U0616,2026-06-29,20,Intermediate,Evening,2.25,2.67,2.09,4.87,Recovery Break
U0616,2026-06-29,21,Intermediate,Evening,1.4,0.0,0.0,3.58,Recovery Break
U0616,2026-06-29,22,Intermediate,Evening,1.21,0.0,0.0,3.58,Recovery Break
U0616,2026-06-29,23,Intermediate,Evening,1.03,0.0,0.0,3.58,Recovery Break
U0617,2026-06-29,0,Intermediate,Night,1.17,0.0,0.0,6.98,Recovery Break
U0617,2026-06-29,1,Intermediate,Night,1.33,0.88,0.0,6.98,Recovery Break
U0617,2026-06-29,2,Intermediate,Night,1.48,1.86,0.0,6.98,Recovery Break
U0617,2026-06-29,3,Intermediate,Night,1.64,2.84,0.95,7.57,Recovery Break
U0617,2026-06-29,4,Intermediate,Night,1.8,3.82,2.13,8.31,Recovery Break
U0617,2026-06-29,5,Intermediate,Morning,1.95,4.8,3.27,9.01,Recovery Break
U0617,2026-06-29,6,Intermediate,Morning,4.11,18.24,19.3,18.95,Recovery Break
U0617,2026-06-29,7,Intermediate,Morning,4.45,20.42,21.86,20.54,Planning
U0617,2026-06-29,8,Intermediate,Morning,4.8,22.59,24.45,22.14,Planning
U0617,2026-06-29,9,Intermediate,Morning,5.15,24.77,27.05,23.76,Planning
U0617,2026-06-29,10,Intermediate,Morning,5.5,26.94,29.65,25.37,Planning
U0617,2026-06-29,11,Intermediate,Midday,5.85,29.11,32.24,26.97,Recovery Break
U0617,2026-06-29,12,Intermediate,Midday,6.19,31.29,34.8,28.56,Recovery Break
U0617,2026-06-29,13,Intermediate,Midday,4.99,23.75,25.85,23.01,Recovery Break
U0617,2026-06-29,14,Intermediate,Midday,4.69,21.92,23.65,21.65,Recovery Break
U0617,2026-06-29,15,Intermediate,Afternoon,4.4,20.09,21.48,20.3,Recovery Break
U0617,2026-06-29,16,Intermediate,Afternoon,4.8,22.59,24.45,22.14,Planning
U0617,2026-06-29,17,Intermediate,Afternoon,4.45,20.42,21.86,20.54,Planning
U0617,2026-06-29,18,Intermediate,Afternoon,4.11,18.24,19.3,18.95,Planning
U0617,2026-06-29,19,Intermediate,Evening,3.76,16.07,16.71,17.34,Recovery Break
U0617,2026-06-29,20,Intermediate,Evening,3.41,13.9,14.11,15.73,Recovery Break
U0617,2026-06-29,21,Intermediate,Evening,2.29,6.88,5.77,10.56,Recovery Break
U0617,2026-06-29,22,Intermediate,Evening,2.04,5.35,3.93,9.42,Recovery Break
U0617,2026-06-29,23,Intermediate,Evening,1.8,3.83,2.14,8.31,Recovery Break
U0618,2026-06-29,0,Morning,Night,0.59,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,1,Morning,Night,0.69,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,2,Morning,Night,0.8,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,3,Morning,Night,0.9,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,4,Morning,Night,1.01,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,5,Morning,Morning,1.12,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,6,Morning,Morning,2.97,0.0,2.53,3.59,Recovery Break
U0618,2026-06-29,7,Morning,Morning,3.2,0.0,3.45,4.16,Planning
U0618,2026-06-29,8,Morning,Morning,3.44,0.37,4.61,4.88,Planning
U0618,2026-06-29,9,Morning,Morning,3.68,1.12,5.98,5.73,Planning
U0618,2026-06-29,10,Morning,Morning,3.44,0.37,4.61,4.88,Planning
U0618,2026-06-29,11,Morning,Midday,3.2,0.0,3.45,4.16,Recovery Break
U0618,2026-06-29,12,Morning,Midday,2.97,0.0,2.53,3.59,Recovery Break
U0618,2026-06-29,13,Morning,Midday,2.26,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,14,Morning,Midday,2.06,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,15,Morning,Afternoon,1.87,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,16,Morning,Afternoon,2.02,0.0,0.0,2.02,Planning
U0618,2026-06-29,17,Morning,Afternoon,1.79,0.0,0.0,2.02,Planning
U0618,2026-06-29,18,Morning,Afternoon,1.55,0.0,0.0,2.02,Planning
U0618,2026-06-29,19,Morning,Evening,1.31,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,20,Morning,Evening,1.08,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,21,Morning,Evening,0.53,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,22,Morning,Evening,0.69,0.0,0.0,2.02,Recovery Break
U0618,2026-06-29,23,Morning,Evening,0.86,0.0,0.0,2.02,Recovery Break
U0619,2026-06-29,0,Morning,Night,1.1,0.0,0.0,4.2,Recovery Break
U0619,2026-06-29,1,Morning,Night,1.23,0.0,0.0,4.2,Recovery Break
U0619,2026-06-29,2,Morning,Night,1.37,0.0,0.0,4.2,Recovery Break
U0619,2026-06-29,3,Morning,Night,1.5,0.0,0.0,4.2,Recovery Break
U0619,2026-06-29,4,Morning,Night,1.64,0.0,0.0,4.2,Recovery Break
U0619,2026-06-29,5,Morning,Morning,1.78,0.14,0.0,4.2,Recovery Break
U0619,2026-06-29,6,Morning,Morning,4.14,11.56,14.74,13.34,Recovery Break
U0619,2026-06-29,7,Morning,Morning,4.44,13.02,16.74,14.58,Planning
U0619,2026-06-29,8,Morning,Morning,4.75,14.47,18.78,15.84,Planning
U0619,2026-06-29,9,Morning,Morning,5.05,15.93,20.78,17.08,Planning
U0619,2026-06-29,10,Morning,Morning,4.75,14.47,18.78,15.84,Planning
U0619,2026-06-29,11,Morning,Midday,4.44,13.02,16.74,14.58,Recovery Break
U0619,2026-06-29,12,Morning,Midday,4.14,11.56,14.74,13.34,Recovery Break
U0619,2026-06-29,13,Morning,Midday,3.24,7.2,8.74,9.62,Recovery Break
U0619,2026-06-29,14,Morning,Midday,2.99,5.98,7.07,8.58,Recovery Break
U0619,2026-06-29,15,Morning,Afternoon,2.73,4.76,5.36,7.52,Recovery Break
U0619,2026-06-29,16,Morning,Afternoon,2.93,5.73,6.69,8.35,Planning
U0619,2026-06-29,17,Morning,Afternoon,2.63,4.27,4.69,7.11,Planning
U0619,2026-06-29,18,Morning,Afternoon,2.33,2.82,2.69,5.87,Planning
U0619,2026-06-29,19,Morning,Evening,2.03,1.36,0.69,4.63,Recovery Break
U0619,2026-06-29,20,Morning,Evening,1.73,0.0,0.0,4.2,Recovery Break
U0619,2026-06-29,21,Morning,Evening,1.02,0.0,0.0,4.2,Recovery Break
U0619,2026-06-29,22,Morning,Evening,1.23,0.0,0.0,4.2,Recovery Break
U0619,2026-06-29,23,Morning,Evening,1.45,0.0,0.0,4.2,Recovery Break
U0620,2026-06-29,0,Morning,Night,1.9,5.17,3.44,9.96,Recovery Break
U0620,2026-06-29,1,Morning,Night,2.08,6.37,4.82,10.82,Recovery Break
U0620,2026-06-29,2,Morning,Night,2.25,7.57,6.16,11.65,Recovery Break
U0620,2026-06-29,3,Morning,Night,2.43,8.77,7.54,12.5,Recovery Break
U0620,2026-06-29,4,Morning,Night,2.61,9.97,8.92,13.36,Recovery Break
U0620,2026-06-29,5,Morning,Morning,2.79,11.17,10.3,14.21,Recovery Break
U0620,2026-06-29,6,Morning,Morning,5.92,32.09,34.33,29.11,Recovery Break
U0620,2026-06-29,7,Morning,Morning,6.32,34.76,37.4,31.02,Planning
U0620,2026-06-29,8,Morning,Morning,6.72,37.43,40.47,32.92,Planning
U0620,2026-06-29,9,Morning,Morning,7.12,40.1,43.54,34.82,Admin Tasks
U0620,2026-06-29,10,Morning,Morning,6.72,37.43,40.47,32.92,Planning
U0620,2026-06-29,11,Morning,Midday,6.32,34.76,37.4,31.02,Recovery Break
U0620,2026-06-29,12,Morning,Midday,5.92,32.09,34.33,29.11,Recovery Break
U0620,2026-06-29,13,Morning,Midday,4.73,24.11,25.18,23.44,Recovery Break
U0620,2026-06-29,14,Morning,Midday,4.39,21.87,22.59,21.83,Recovery Break
U0620,2026-06-29,15,Morning,Afternoon,4.06,19.63,20.04,20.25,Recovery Break
U0620,2026-06-29,16,Morning,Afternoon,4.33,21.41,22.1,21.53,Planning
U0620,2026-06-29,17,Morning,Afternoon,3.93,18.74,19.03,19.63,Planning
U0620,2026-06-29,18,Morning,Afternoon,3.53,16.07,15.96,17.72,Planning
U0620,2026-06-29,19,Morning,Evening,3.13,13.4,12.89,15.82,Recovery Break
U0620,2026-06-29,20,Morning,Evening,2.73,10.74,9.83,13.92,Recovery Break
U0620,2026-06-29,21,Morning,Evening,1.8,4.52,2.69,9.5,Recovery Break
U0620,2026-06-29,22,Morning,Evening,2.08,6.39,4.84,10.83,Recovery Break
U0620,2026-06-29,23,Morning,Evening,2.36,8.26,6.98,12.16,Recovery Break
U0621,2026-06-29,0,Intermediate,Night,1.34,2.11,0.22,8.03,Recovery Break
U0621,2026-06-29,1,Intermediate,Night,1.51,3.18,1.48,8.81,Recovery Break
U0621,2026-06-29,2,Intermediate,Night,1.67,4.25,2.71,9.57,Recovery Break
U0621,2026-06-29,3,Intermediate,Night,1.83,5.32,3.94,10.33,Recovery Break
U0621,2026-06-29,4,Intermediate,Night,2.0,6.39,5.21,11.12,Recovery Break
U0621,2026-06-29,5,Intermediate,Morning,2.16,7.46,6.44,11.88,Recovery Break
U0621,2026-06-29,6,Intermediate,Morning,4.4,22.18,23.49,22.45,Recovery Break
U0621,2026-06-29,7,Intermediate,Morning,4.76,24.56,26.24,24.16,Planning
U0621,2026-06-29,8,Intermediate,Morning,5.12,26.93,28.99,25.86,Planning
U0621,2026-06-29,9,Intermediate,Morning,5.48,29.31,31.74,27.57,Planning
U0621,2026-06-29,10,Intermediate,Morning,5.84,31.69,34.48,29.27,Planning
U0621,2026-06-29,11,Intermediate,Midday,6.2,34.07,37.23,30.97,Recovery Break
U0621,2026-06-29,12,Intermediate,Midday,6.57,36.45,40.02,32.7,Recovery Break
U0621,2026-06-29,13,Intermediate,Midday,5.31,28.2,30.44,26.76,Recovery Break
U0621,2026-06-29,14,Intermediate,Midday,5.01,26.2,28.15,25.34,Recovery Break
U0621,2026-06-29,15,Intermediate,Afternoon,4.7,24.2,25.8,23.89,Recovery Break
U0621,2026-06-29,16,Intermediate,Afternoon,5.12,26.93,28.99,25.86,Planning
U0621,2026-06-29,17,Intermediate,Afternoon,4.76,24.56,26.24,24.16,Planning
U0621,2026-06-29,18,Intermediate,Afternoon,4.4,22.18,23.49,22.45,Planning
U0621,2026-06-29,19,Intermediate,Evening,4.03,19.8,20.7,20.72,Recovery Break
U0621,2026-06-29,20,Intermediate,Evening,3.67,17.42,17.96,19.02,Recovery Break
U0621,2026-06-29,21,Intermediate,Evening,2.5,9.74,9.05,13.5,Recovery Break
U0621,2026-06-29,22,Intermediate,Evening,2.25,8.08,7.14,12.32,Recovery Break
U0621,2026-06-29,23,Intermediate,Evening,2.0,6.41,5.22,11.13,Recovery Break
U0622,2026-06-29,0,Intermediate,Night,1.27,1.06,0.0,7.5,Recovery Break
U0622,2026-06-29,1,Intermediate,Night,1.44,2.15,0.02,7.51,Recovery Break
U0622,2026-06-29,2,Intermediate,Night,1.6,3.25,1.27,8.28,Recovery Break
U0622,2026-06-29,3,Intermediate,Night,1.77,4.34,2.55,9.08,Recovery Break
U0622,2026-06-29,4,Intermediate,Night,1.93,5.44,3.79,9.84,Recovery Break
U0622,2026-06-29,5,Intermediate,Morning,2.09,6.53,5.03,10.61,Recovery Break
U0622,2026-06-29,6,Intermediate,Morning,4.35,21.58,22.35,21.35,Recovery Break
U0622,2026-06-29,7,Intermediate,Morning,4.72,24.02,25.17,23.1,Planning
U0622,2026-06-29,8,Intermediate,Morning,5.08,26.45,27.95,24.82,Planning
U0622,2026-06-29,9,Intermediate,Morning,5.45,28.88,30.76,26.57,Planning
U0622,2026-06-29,10,Intermediate,Morning,5.81,31.32,33.55,28.3,Planning
U0622,2026-06-29,11,Intermediate,Midday,6.18,33.75,36.36,30.04,Recovery Break
U0622,2026-06-29,12,Intermediate,Midday,6.54,36.18,39.14,31.76,Recovery Break
U0622,2026-06-29,13,Intermediate,Midday,5.28,27.74,29.46,25.76,Recovery Break
U0622,2026-06-29,14,Intermediate,Midday,4.97,25.7,27.1,24.3,Recovery Break
U0622,2026-06-29,15,Intermediate,Afternoon,4.66,23.66,24.73,22.83,Recovery Break
U0622,2026-06-29,16,Intermediate,Afternoon,5.08,26.45,27.95,24.82,Planning
U0622,2026-06-29,17,Intermediate,Afternoon,4.72,24.02,25.17,23.1,Planning
U0622,2026-06-29,18,Intermediate,Afternoon,4.35,21.58,22.35,21.35,Planning
U0622,2026-06-29,19,Intermediate,Evening,3.99,19.15,19.57,19.63,Recovery Break
U0622,2026-06-29,20,Intermediate,Evening,3.62,16.72,16.76,17.89,Recovery Break
U0622,2026-06-29,21,Intermediate,Evening,2.44,8.86,7.71,12.28,Recovery Break
U0622,2026-06-29,22,Intermediate,Evening,2.19,7.16,5.78,11.08,Recovery Break
U0622,2026-06-29,23,Intermediate,Evening,1.93,5.45,3.8,9.85,Recovery Break
U0623,2026-06-29,0,Evening,Night,3.54,22.2,21.65,26.36,Recovery Break
U0623,2026-06-29,1,Evening,Night,3.32,20.36,19.76,25.19,Recovery Break
U0623,2026-06-29,2,Evening,Night,3.1,18.53,17.87,24.01,Recovery Break
U0623,2026-06-29,3,Evening,Night,2.88,16.7,15.98,22.84,Recovery Break
U0623,2026-06-29,4,Evening,Night,2.66,14.87,14.1,21.68,Recovery Break
U0623,2026-06-29,5,Evening,Morning,2.45,13.04,12.25,20.53,Recovery Break
U0623,2026-06-29,6,Evening,Morning,3.41,21.12,20.53,25.66,Recovery Break
U0623,2026-06-29,7,Evening,Morning,3.9,25.19,24.73,28.27,Planning
U0623,2026-06-29,8,Evening,Morning,4.39,29.26,28.93,30.87,Planning
U0623,2026-06-29,9,Evening,Morning,4.88,33.32,33.12,33.47,Planning
U0623,2026-06-29,10,Evening,Morning,5.36,37.39,37.28,36.05,Admin Tasks
U0623,2026-06-29,11,Evening,Midday,5.85,41.46,41.48,38.65,Admin Tasks
U0623,2026-06-29,12,Evening,Midday,6.34,45.53,45.68,41.26,Admin Tasks
U0623,2026-06-29,13,Evening,Midday,5.94,42.16,42.22,39.11,Admin Tasks
U0623,2026-06-29,14,Evening,Midday,6.35,45.57,45.74,41.29,Admin Tasks
U0623,2026-06-29,15,Evening,Afternoon,6.76,48.99,49.26,43.48,Admin Tasks
U0623,2026-06-29,16,Evening,Afternoon,8.29,61.8,62.43,51.64,Admin Tasks
U0623,2026-06-29,17,Evening,Afternoon,8.78,65.87,66.63,54.25,Admin Tasks
U0623,2026-06-29,18,Evening,Afternoon,9.27,69.93,70.82,56.84,Creative Work
U0623,2026-06-29,19,Evening,Evening,8.78,65.87,66.63,54.25,Admin Tasks
U0623,2026-06-29,20,Evening,Evening,8.29,61.8,62.43,51.64,Admin Tasks
U0623,2026-06-29,21,Evening,Evening,5.84,41.34,41.37,38.58,Admin Tasks
U0623,2026-06-29,22,Evening,Evening,5.5,38.5,38.45,36.77,Admin Tasks
U0623,2026-06-29,23,Evening,Evening,5.16,35.65,35.52,34.96,Admin Tasks
U0624,2026-06-29,0,Intermediate,Night,0.65,0.0,0.0,5.02,Recovery Break
U0624,2026-06-29,1,Intermediate,Night,0.77,0.0,0.0,5.02,Recovery Break
U0624,2026-06-29,2,Intermediate,Night,0.88,0.0,0.0,5.02,Recovery Break
U0624,2026-06-29,3,Intermediate,Night,1.0,0.0,0.0,5.02,Recovery Break
U0624,2026-06-29,4,Intermediate,Night,1.11,0.0,0.0,5.02,Recovery Break
U0624,2026-06-29,5,Intermediate,Morning,1.23,0.0,0.0,5.02,Recovery Break
U0624,2026-06-29,6,Intermediate,Morning,2.81,7.27,7.56,9.71,Recovery Break
U0624,2026-06-29,7,Intermediate,Morning,3.07,8.6,9.33,10.8,Planning
U0624,2026-06-29,8,Intermediate,Morning,3.33,9.94,11.11,11.91,Planning
U0624,2026-06-29,9,Intermediate,Morning,3.58,11.27,12.84,12.98,Planning
U0624,2026-06-29,10,Intermediate,Morning,3.84,12.6,14.61,14.08,Planning
U0624,2026-06-29,11,Intermediate,Midday,4.09,13.94,16.35,15.16,Recovery Break
U0624,2026-06-29,12,Intermediate,Midday,4.35,15.27,18.12,16.25,Recovery Break
U0624,2026-06-29,13,Intermediate,Midday,3.46,10.65,12.02,12.47,Recovery Break
U0624,2026-06-29,14,Intermediate,Midday,3.25,9.53,10.56,11.57,Recovery Break
U0624,2026-06-29,15,Intermediate,Afternoon,3.03,8.41,9.07,10.64,Recovery Break
U0624,2026-06-29,16,Intermediate,Afternoon,3.33,9.94,11.11,11.91,Planning
U0624,2026-06-29,17,Intermediate,Afternoon,3.07,8.6,9.33,10.8,Planning
U0624,2026-06-29,18,Intermediate,Afternoon,2.81,7.27,7.56,9.71,Planning
U0624,2026-06-29,19,Intermediate,Evening,2.56,5.94,5.83,8.63,Recovery Break
U0624,2026-06-29,20,Intermediate,Evening,2.3,4.6,4.05,7.53,Recovery Break
U0624,2026-06-29,21,Intermediate,Evening,1.47,0.3,0.0,5.02,Recovery Break
U0624,2026-06-29,22,Intermediate,Evening,1.29,0.0,0.0,5.02,Recovery Break
U0624,2026-06-29,23,Intermediate,Evening,1.12,0.0,0.0,5.02,Recovery Break
U0625,2026-06-29,0,Evening,Night,1.47,0.0,0.0,4.34,Recovery Break
U0625,2026-06-29,1,Evening,Night,1.34,0.0,0.0,4.34,Recovery Break
U0625,2026-06-29,2,Evening,Night,1.21,0.0,0.0,4.34,Recovery Break
U0625,2026-06-29,3,Evening,Night,1.08,0.0,0.0,4.34,Recovery Break
U0625,2026-06-29,4,Evening,Night,0.94,0.0,0.0,4.34,Recovery Break
U0625,2026-06-29,5,Evening,Morning,0.81,0.0,0.0,4.34,Recovery Break
U0625,2026-06-29,6,Evening,Morning,1.39,0.0,0.0,4.34,Recovery Break
U0625,2026-06-29,7,Evening,Morning,1.68,0.0,0.0,4.34,Planning
U0625,2026-06-29,8,Evening,Morning,1.97,0.0,0.0,4.34,Planning
U0625,2026-06-29,9,Evening,Morning,2.27,0.93,0.97,4.94,Planning
U0625,2026-06-29,10,Evening,Morning,2.56,2.19,2.83,6.1,Planning
U0625,2026-06-29,11,Evening,Midday,2.85,3.44,4.67,7.24,Recovery Break
U0625,2026-06-29,12,Evening,Midday,3.14,4.7,6.53,8.39,Recovery Break
U0625,2026-06-29,13,Evening,Midday,2.9,3.66,4.99,7.44,Recovery Break
U0625,2026-06-29,14,Evening,Midday,3.14,4.71,6.53,8.39,Recovery Break
U0625,2026-06-29,15,Evening,Afternoon,3.39,5.77,8.12,9.38,Recovery Break
U0625,2026-06-29,16,Evening,Afternoon,4.31,9.72,13.97,13.0,Planning
U0625,2026-06-29,17,Evening,Afternoon,4.6,10.98,15.82,14.15,Planning
U0625,2026-06-29,18,Evening,Afternoon,4.89,12.23,17.67,15.3,Planning
U0625,2026-06-29,19,Evening,Evening,4.6,10.98,15.82,14.15,Recovery Break
U0625,2026-06-29,20,Evening,Evening,4.31,9.72,13.97,13.0,Recovery Break
U0625,2026-06-29,21,Evening,Evening,2.84,3.41,4.62,7.21,Recovery Break
U0625,2026-06-29,22,Evening,Evening,2.64,2.53,3.33,6.41,Recovery Break
U0625,2026-06-29,23,Evening,Evening,2.43,1.65,2.01,5.59,Recovery Break
U0626,2026-06-29,0,Intermediate,Night,1.58,4.8,3.2,10.88,Recovery Break
U0626,2026-06-29,1,Intermediate,Night,1.76,6.17,4.68,11.8,Recovery Break
U0626,2026-06-29,2,Intermediate,Night,1.95,7.54,6.19,12.73,Recovery Break
U0626,2026-06-29,3,Intermediate,Night,2.13,8.91,7.66,13.65,Recovery Break
U0626,2026-06-29,4,Intermediate,Night,2.32,10.28,9.18,14.59,Recovery Break
U0626,2026-06-29,5,Intermediate,Morning,2.5,11.65,10.65,15.5,Recovery Break
U0626,2026-06-29,6,Intermediate,Morning,5.05,30.48,31.21,28.25,Recovery Break
U0626,2026-06-29,7,Intermediate,Morning,5.46,33.52,34.52,30.3,Planning
U0626,2026-06-29,8,Intermediate,Morning,5.87,36.56,37.83,32.35,Planning
U0626,2026-06-29,9,Intermediate,Morning,6.28,39.61,41.15,34.41,Admin Tasks
U0626,2026-06-29,10,Intermediate,Morning,6.69,42.65,44.46,36.46,Admin Tasks
U0626,2026-06-29,11,Intermediate,Midday,7.1,45.69,47.77,38.51,Admin Tasks
U0626,2026-06-29,12,Intermediate,Midday,7.51,48.74,51.09,40.57,Admin Tasks
U0626,2026-06-29,13,Intermediate,Midday,6.09,38.18,39.6,33.45,Recovery Break
U0626,2026-06-29,14,Intermediate,Midday,5.74,35.62,36.8,31.71,Recovery Break
U0626,2026-06-29,15,Intermediate,Afternoon,5.4,33.07,34.03,30.0,Recovery Break
U0626,2026-06-29,16,Intermediate,Afternoon,5.87,36.56,37.83,32.35,Planning
U0626,2026-06-29,17,Intermediate,Afternoon,5.46,33.52,34.52,30.3,Planning
U0626,2026-06-29,18,Intermediate,Afternoon,5.05,30.48,31.21,28.25,Planning
U0626,2026-06-29,19,Intermediate,Evening,4.63,27.43,27.85,26.16,Recovery Break
U0626,2026-06-29,20,Intermediate,Evening,4.22,24.39,24.54,24.11,Recovery Break
U0626,2026-06-29,21,Intermediate,Evening,2.9,14.56,13.85,17.48,Recovery Break
U0626,2026-06-29,22,Intermediate,Evening,2.61,12.43,11.52,16.04,Recovery Break
U0626,2026-06-29,23,Intermediate,Evening,2.32,10.3,9.19,14.59,Recovery Break
U0627,2026-06-29,0,Intermediate,Night,1.48,3.21,1.28,9.62,Recovery Break
U0627,2026-06-29,1,Intermediate,Night,1.66,4.41,2.66,10.47,Recovery Break
U0627,2026-06-29,2,Intermediate,Night,1.83,5.61,4.0,11.3,Recovery Break
U0627,2026-06-29,3,Intermediate,Night,2.01,6.81,5.38,12.16,Recovery Break
U0627,2026-06-29,4,Intermediate,Night,2.18,8.01,6.72,12.99,Recovery Break
U0627,2026-06-29,5,Intermediate,Morning,2.35,9.21,8.06,13.82,Recovery Break
U0627,2026-06-29,6,Intermediate,Morning,4.76,25.72,26.78,25.43,Recovery Break
U0627,2026-06-29,7,Intermediate,Morning,5.15,28.39,29.81,27.3,Planning
U0627,2026-06-29,8,Intermediate,Morning,5.53,31.06,32.8,29.16,Planning
U0627,2026-06-29,9,Intermediate,Morning,5.92,33.73,35.83,31.04,Planning
U0627,2026-06-29,10,Intermediate,Morning,6.31,36.4,38.86,32.92,Planning
U0627,2026-06-29,11,Intermediate,Midday,6.7,39.07,41.89,34.79,Admin Tasks
U0627,2026-06-29,12,Intermediate,Midday,7.09,41.74,44.92,36.67,Admin Tasks
U0627,2026-06-29,13,Intermediate,Midday,5.74,32.48,34.42,30.16,Recovery Break
U0627,2026-06-29,14,Intermediate,Midday,5.41,30.24,31.87,28.58,Recovery Break
U0627,2026-06-29,15,Intermediate,Afternoon,5.09,28.0,29.36,27.02,Recovery Break
U0627,2026-06-29,16,Intermediate,Afternoon,5.53,31.06,32.8,29.16,Planning
U0627,2026-06-29,17,Intermediate,Afternoon,5.15,28.39,29.81,27.3,Planning
U0627,2026-06-29,18,Intermediate,Afternoon,4.76,25.72,26.78,25.43,Planning
U0627,2026-06-29,19,Intermediate,Evening,4.37,23.05,23.76,23.55,Recovery Break
U0627,2026-06-29,20,Intermediate,Evening,3.98,20.38,20.73,21.67,Recovery Break
U0627,2026-06-29,21,Intermediate,Evening,2.73,11.77,10.99,15.64,Recovery Break
U0627,2026-06-29,22,Intermediate,Evening,2.45,9.9,8.84,14.3,Recovery Break
U0627,2026-06-29,23,Intermediate,Evening,2.18,8.03,6.73,12.99,Recovery Break
U0628,2026-06-29,0,Morning,Night,2.61,14.71,13.37,19.97,Recovery Break
U0628,2026-06-29,1,Morning,Night,2.82,16.48,15.18,21.09,Recovery Break
